Id da Organização,Deployment,API,Version,Data
61550141,OpIn-Liberty-Responsabilidadev1.3.0,responsibility,v1.3,20-10-2023
61573796,Nexus-for-Open-Insurance-as-of-December-2022,responsibility,v1.3,28-10-2023
72145931,SwissRe-B3-LINA-OPIN-Responsabilidade-v1.3.0,responsibility,v1.3,22-12-2023
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-18-OCTOBER-2023,responsibility,v1.3,20-10-2023
96348677,APIResponsabilidades,responsibility,v1.3,03-11-2023
01582075,Rio-Grande-Seguradora-Auth-Server-v1.0.0,rural,v1.3,02-12-2023
03502099,CHUBB-B3-LINA-OPIN-Rural-v1.3.0,rural,v1.3,22-11-2023
03730204,Open-Insurance-Brasil-v1.0.0,rural,v1.3,17-01-2024
06109373,APIs-FASE-2-bloco-4-rural,rural,v1.3,09-11-2023
28196889,Rural---Certificação-Fase-2-Bloco-4,rural,v1.3,05-12-2023
29463393,Guru-B3-Lina-OPIN-Rural-v1.3.0,rural,v1.3,09-09-2024
29980158,HDISeguros-B3-LINA-OPIN-Rural-v1.3.0,rural,v1.3,06-12-2023
33055146,BS---Rural---1.3.0,rural,v1.3,24-11-2023
33164021,Tokio-Marine---Opin-Rural,rural,v1.3,22-11-2023
33245762,Too-Seguros-Auth-Server,rural,v1.3,28-11-2023
42283770,Icatu-Seguros-Auth-Server-v1.0.0,rural,v1.3,02-12-2023
61074175,MAPFRE-OP-v1,rural,v1.3,29-11-2023
61100145,OpIn-Indiana-Rural-1.3.0,rural,v1.3,22-11-2023
61198164,Porto-Seguro---Rural---1.3.0,rural,v1.3,06-12-2023
61383493,Open-Insurance-Brasil-v-1.3.0,rural,v1.3,08-12-2023
61550141,OpIn-Liberty-Rural-1.3.0,rural,v1.3,22-11-2023
61573796,Nexus-for-Open-Insurance-as-of-April-2023,rural,v1.3,18-11-2023
72145931,SwissRe-B3-LINA-OPIN-Rural-v1.3.0,rural,v1.3,21-12-2023
87376109,ZURICH-SANTANDER-BRASIL-SEGUROS-SA-20-NOVEMBER-202,rural,v1.3,22-11-2023
96348677,CertAPIRural,rural,v1.3,06-12-2023
03502099,CHUBB-B3-LINA-OPIN-Transporte-v1.2.0,transport,v1.2,24-11-2023
18096627,HDIGlobal-B3-LINA-OPIN-Transporte-v1.2.0,transport,v1.2,06-12-2023
29463393,Guru-B3-Lina-OPIN-Transport-v1.2.0,transport,v1.2,09-09-2024
29980158,HDISeguros-B3-LINA-OPIN-Transporte-v1.2.0,transport,v1.2,06-12-2023
33164021,Tokio-Marine---Opin-Patrimonial-transporte,transport,v1.2,23-11-2023
61074175,MAPFRE-OP-v1,transport,v1.2,29-11-2023
61198164,Porto-Seguro---Transport---1.2.0,transport,v1.2,06-12-2023
61383493,Open-Insurance-Brasil-v-1.2.0,transport,v1.2,08-12-2023
61550141,OpIn-Liberty-Transport-1.2.0,transport,v1.2,26-11-2023
61573796,Nexus-for-Open-Insurance-as-of-April-2023,transport,v1.2,01-12-2023
72145931,SwissRe-B3-LINA-OPIN-Transporte-v1.2.0,transport,v1.2,21-12-2023
96348677,CertAPITransporte,transport,v1.2,06-12-2023
